file_name,row,column,layer,ratio
R8.65.2017.jpeg,1500,1000,3,1.5
R3.120.2016.jpeg,1395,930,3,1.5
R2.0.2011.jpeg,962,672,3,1.431547619
R4.10.2002.jpeg,1068,749,3,1.425901202
R4.4.2002.jpeg,1500,1000,3,1.5
R5.50.2017.jpeg,768,546,3,1.406593407
R0.4.2015.jpeg,1428,1011,3,1.412462908
R6.62.2017.jpeg,1500,1000,3,1.5
R6.107.2016.jpeg,990,660,3,1.5
R7.16.2017.jpeg,1500,1000,3,1.5
R7.39.2015.jpeg,3000,2000,3,1.5
R1.81.2015.jpeg,1415,1000,3,1.415
R9.61.2015.jpeg,1500,1000,3,1.5
R5.11.2005.jpeg,1500,1000,3,1.5
R6.14.2000.jpeg,1050,700,3,1.5
R7.58.2016.jpeg,1000,700,3,1.428571429
R6.6.1998.jpeg,1465,1000,3,1.465
R7.99.2016.jpeg,1500,1000,3,1.5
R2.4.2012.jpeg,1800,1200,3,1.5
R3.22.2006.jpeg,1200,812,3,1.477832512
R9.1.2002.jpeg,1500,1000,3,1.5
R9.1.2011.jpeg,1500,1000,3,1.5
R0.34.2017.jpeg,750,500,3,1.5
R0.2.1997.jpeg,1024,640,3,1.6
R2.57.2015.jpeg,2100,1400,3,1.5
R6.7.2012.jpeg,1500,1000,3,1.5
R1.48.2015.jpeg,750,500,3,1.5
R4.3.1999.jpeg,872,584,3,1.493150685
R9.73.2015.jpeg,2100,1400,3,1.5
R7.18.2003.jpeg,1500,1000,3,1.5
R8.7.2011.jpeg,1500,1000,3,1.5
R0.12.2011.jpeg,1500,1000,3,1.5
R4.12.2013.jpeg,2100,1400,3,1.5
R4.30.2003.jpeg,750,500,3,1.5
R5.14.2016.jpeg,1200,800,3,1.5
R9.16.2011.jpeg,1350,900,3,1.5
R0.85.2016.jpeg,1500,1000,3,1.5
R3.7.2017.jpeg,753,550,3,1.369090909
R8.48.2017.jpeg,3000,2000,3,1.5
R6.14.2002.jpeg,1500,1000,3,1.5
R9.35.2017.jpeg,2000,1333,3,1.500375094
R5.95.2016.jpeg,1500,1000,3,1.5
R0.32.2004.jpeg,750,500,3,1.5
R1.76.2016.jpeg,1600,1200,3,1.333333333
R4.13.2009.jpeg,1500,1000,3,1.5
R3.15.2009.jpeg,1024,714,3,1.434173669
R1.41.2008.jpeg,1000,680,3,1.470588235
R3.31.2017.jpeg,750,500,3,1.5
R8.113.2016.jpeg,3000,2000,3,1.5
R0.90.2017.jpeg,1200,800,3,1.5
R2.27.2004.jpeg,968,666,3,1.453453453
R3.27.2006.jpeg,1500,1000,3,1.5
R9.71.2016.jpeg,3000,2000,3,1.5
R5.18.2007.jpeg,755,510,3,1.480392157
R7.9.1998.jpeg,1297,901,3,1.439511654
R3.31.2008.jpeg,750,525,3,1.428571429
